symbol,marketcap,outstanding_shares
TH,566858680,101953000
THC,9003189960,109209000
THCA,186518928,14045100
THFF,522156583,12470900
THG,5379402875,35566300
THM,191925908,194908000
THO,4371048786,55030200
THR,526601237,33350300
THRM,2311505000,33021500
THRY,952591317,34155300
THS,1853516544,55795200
THTX,223535760,95121600
TIG,206242907,51176900
TIGO,2721518250,101739000
TILE,758225733,59282700
TIMB,7145035442,484080992
TIPT,421223600,34385600
TISI,102636072,43124400
TITN,575303625,22587500
TJX,72076852956,1175229952
TK,335184300,101571000
TKC,3353249219,873241984
TKR,4215023725,74787504
TLK,31075812642,990622016
TLRY,3115091520,480724000
TLS,703107341,67867504
TLYS,215774640,23659500
TM,240646133016,1379139968
TMDX,761405260,27962000
TME,8090484524,1692569984
TMHC,3083242640,121292000
TMO,239491654320,391192000
TMP,1112001160,14670200
TMQ,176011440,145464000
TMST,952216301,46381700
TMUS,166505369068,1249289984
TMX,5597323700,121417000
TNC,1373510325,18573500
TNDM,7862041407,63872300
TNET,6299897186,65905400
TNK,476109888,29173400
TNP,229048128,22996800
TNXP,117357592,533928992
TOL,5361737290,117299000
TOUR,102048093,123515000
TOWN,2095996143,72676704
TPB,584787489,18268900
TPC,515555613,51095700
TPGY,346850000,35000000
TPH,2024523860,107573000
TPIC,510109600,37180000
TPR,8790867000,263990000
TPTX,1323933636,49622700
TPX,5024557845,179000992
TR,1432933974,39344700
TRC,480651616,26467600
TREC,195762478,23671400
TREE,1446954053,12966700
TRGP,17325465907,228267008
TRHC,130717544,25731800
TRI,52878957120,486288000
TRIP,3234936100,125873000
TRMB,18245818080,251216000
TRMD,736233872,81441800
TRMK,1825236093,61517900
TRN,2648611811,83342096
TRNO,5771125044,75528400
TRNS,600498995,7521280
TROW,33374165000,227810000
TROX,2905837200,156060000
TRP,57468767797,981198016
TRQ,6085225682,201231008
TRS,1320070279,42706900
TRST,591994577,19201900
TRTN,4170818480,65108000
TRTX,872949954,77183904
TRU,18589688000,192400000
TRUE,374667948,96563904
TRUP,3597680746,40505300
TRV,43974915633,241500992
TRVG,785480748,358667008
TS,18020883017,590268032
TSBK,219855500,8350000
TSC,1091392250,33581300
TSCBP,733679666,28862300
TSCO,25903483080,112146000
TSE,1695247840,37046500
TSEM,5286328740,108974000
TSHA,243924526,38473900
TSLA,1092688799516,1033510016
TSM,521276635300,5185800192
TSN,26742085932,292455008
TSQ,153166696,12785200
TT,35584185060,233538000
TTC,8881548480,104538000
TTCF,932576652,82237800
TTD,30207399977,440598016
TTEC,3697025847,46994100
TTEK,8488705680,53999400
TTGT,2310728130,29681800
TTI,493986150,127645000
TTM,22377640961,765833024
TTMI,1440097100,101630000
TTWO,16551371400,115421000
TU,37338223808,1370210048
TUFN,492214580,37921000
TUP,886866734,45667700
TV,6124341207,562899008
TVTX,1831602444,63509100
TVTY,1606801425,49823300
TW,9651067540,107246000
TWI,818967456,62421300
TWIN,211764100,13662200
TWLO,26198444961,171703008
TWND,330873840,33421600
TWNK,3137111419,138564992
TWO,1737836381,344126016
TWOU,967363420,76350704
TWST,2710224090,56112300
TWTR,38454788383,800641024
TX,9416894760,196308000
TXG,6838779757,93298496
TXMD,147928976,433428000
TXN,163903135642,922878016
TXRH,5622895730,69119800
TXT,15121396541,216328992
TYL,18105856332,41348900
U,27603757451,294095008
UA,3757755120,253218000
UAA,3033797391,188668992
UAL,13764141722,324625984
UAN,1496770569,10681300
UBA,550138464,30161100
UBCP,106375051,5929490
UBER,63086559200,1954960000
UBFO,137417574,17028200
UBOH,112805856,3279240
UBP,170074480,10264000
UBS,63198751982,3399610112
UBSI,4595749019,136575008
UCBI,3352179030,105981000
UCTT,1668094500,44950000
UDR,18823925294,318401984
UE,2185372300,117430000
UEC,1562242844,283015008
UEIC,384518130,12813000
UEPS,304011017,57687100
UFCS,753166972,25097200
UFI,307078420,18498700
UFPI,4665740355,62085700
UFPT,506847345,7561500
UG,109988021,4594320
UGI,7615885200,209804000
UGP,3244970147,1115110016
UHAL,10770564540,19607800
UHS,9752482240,67552000
UHT,782321450,13785400
UI,17755251192,61534800
UIHC,128216248,43316300
UIS,1308010616,67632400
UL,118192646400,2562720000
ULH,481649910,26803000
ULTA,20867080694,52327300
UMBF,4557586340,48418000
UMC,21469212826,2496420096
UMH,1252167255,52108500
UMPQ,3847295662,216627008
UNB,138776573,4494060
UNF,2656533440,15208000
UNFI,2429072019,58265100
UNH,505215722346,940899008
UNIT,3206930141,236324992
UNM,6366586520,202564000
UNP,153866842779,628387008
UNTY,285514320,10458400
UNVR,5159103993,169875008
UONEK,214641750,37329000
UPLD,528941175,31132500
UPS,141320013600,733368000
UPWK,2856965760,129216000
URBN,2364764640,95662000
URG,380089500,217194000
URGN,189505316,22668100
URI,23167887448,72192096
USAC,1840432860,97377400
USAK,138860472,8895610
USAS,189570158,180543008
USB,78083403200,1485040000
USDP,167652793,27619900
USEG,100490152,24873800
USFD,7881526800,223020000
USLM,658130058,5668160
USM,1658654568,52605600
USNA,1519604245,19184500
USPH,1317717702,12991400
USX,130206696,35001800
UTHR,8580063531,45132100
UTI,280245000,32970000
UTL,842126538,16016100
UTMD,319811625,3654990
UTZ,1173456196,78597200
UUUU,1538762752,157176992
UVE,412085937,31242300
UVSP,755601048,29527200
UVV,1482403992,24608300
UXIN,357642893,397380992
V,358467476083,1658419968
VAC,6051254870,41958500
VALE,99220686111,4844760064
VALU,661790120,9522160
VAPO,206596494,26184600
VBIV,439036886,258256992
VBLT,124460446,69337296
VBTX,1883720700,53530000
VC,2773806105,28004100
VCEL,1767594090,47035500
VCTR,1897508390,68750304
VCYT,1894406886,71218304
VEC,455082750,11805000
VECO,1312011478,50578700
VEEV,28496719160,139594000
VEL,347292444,32487600
VEON,1015544869,1749129984
VERI,573935474,35060200
VERU,363428816,80050400
VERX,677837784,42338400
VERY,106505000,14875000
VET,3387201000,162300000
VFC,21821292118,388902016
VFF,445757276,88443904
VG,5157316662,254055008
VGR,1892576400,153868000
VGZ,121520430,117981000
VHC,136767160,71232896
VHI,784972296,28277100
VIAO,154043800,22653500
VIAV,3475481320,230012000
VICI,20805881178,748412992
VICR,2154934144,32172800
VIOT,117585306,69577104
VIPS,5696524874,678966016
VIR,3020500320,132304000
VIRT,4028951920,108773000
VIST,817167715,88629904
VITL,515965995,40531500
VIV,19117116365,1676940032
VIVO,1213498818,43541400
VKTX,235088688,78362896
VLDR,447800920,198142000
VLGEA,249931570,10251500
VLO,42305057783,409416992
VLRS,2069365300,115607000
VLY,6243764040,506388000
VLYPO,8250835880,331492000
VLYPP,8469620600,331492000
VMC,23398646580,132894000
VMD,208321575,39680300
VMI,5051841600,21305000
VMW,46842480000,421056000
VNDA,661937696,55906900
VNET,884773920,148452000
VNO,8023649400,191724000
VNOM,2399036454,76966200
VNRX,155948370,53775300
VNT,3994461462,161196992
VNTR,213491180,107282000
VOC,131920000,17000000
VOD,47780901181,2833979904
VOXX,202312656,21614600
VOYA,6963945800,105980000
VPG,405850942,12611900
VRA,221486397,32523700
VRAY,683533020,179404992
VRCA,242168080,27519100
VREX,852588000,39600000
VRM,312638160,137122000
VRNA,295199520,60368000
VRNS,4853181960,107514000
VRNT,3329868584,65703800
VRRM,2303504640,156064000
VRSK,35517744022,161283008
VRSN,24313856900,110167000
VRT,5060328564,375673984
VRTS,1638742668,7506150
VRTV,1948305258,15030900
VRTX,70219971703,254576992
VSAT,3317927800,74393000
VSEC,530278777,12737900
VSH,2411263400,132487000
VST,10636750967,440992992
VSTA,102317166,18912600
VSTM,301854600,186330000
VSTO,1991654934,56213800
VTGN,262290560,206528000
VTNR,560201719,64465100
VTOL,971604227,28301900
VTR,24510245741,399515008
VTRS,13075560146,1209580032
VTRU,363375456,23323200
VUZI,386490861,63672300
VVI,704628897,20561100
VVNT,1248235348,208735008
VVV,5525958360,179356000
VXRT,610178500,125810000
VYGG,514268552,51581600
VYGR,344175741,38114700
VZ,221214000000,4200000000
W,8887577494,79395904
WAB,16695073720,184252000
WABC,1601344193,26872700
WAFD,2043933820,65301400
WAL,8035474700,106997000
WASH,852011624,17331400
WAT,18986769500,60515600
WB,5880931320,236562000
WBA,38964799669,863772992
WBS,9014374548,179604992
WBT,3389697280,143146000
WCC,6061072482,50703300
WCN,37107176746,257152992
WD,4168571400,33083900
WDAY,45717000000,196000000
WDC,14944964444,312918016
WDFC,2388588174,13687400
WEC,32745308180,315435008
WEN,4540442449,215391008
WERN,2471545822,65057800
WES,9951443965,403545984
WETF,857528100,146586000
WEX,7477677360,44830200
WEYS,253315132,9750390
WF,9038232720,242572000
WFC,181487907364,3801590016
WGO,1725354960,32776500
WH,7544554970,92243000
WHD,3368792000,60200000
WHG,136714751,8587610
WHR,9859116000,58462500
WILC,257371520,13867000
WIMI,241775464,93349600
WINA,770542722,3485830
WIRE,2101986435,19727700
WIT,41270715034,5466319872
WIX,5547458712,57462800
WK,5407023083,48066700
WKHS,646135534,151675008
WLDN,375918212,12856300
WLFC,190113627,5937340
WLK,14533705920,128118000
WLKP,968396000,35214400
WLL,3090276000,39241600
WM,67994904800,415160000
WMB,40962479885,1217309952
WMG,5153214211,137163008
WMK,2077094448,26898400
WMS,7940665118,71919800
WMT,430763656228,2751780096
WNC,618301086,49032600
WNEB,201797700,22802000
WNS,4226477255,48821500
WOR,2464250880,49364000
WOW,1758500000,87925000
WPC,15637971007,191500992
WPM,22077274068,451108992
WPP,14481940280,223108000
WPRT,265329000,171180000
WRAP,116677290,40939400
WRB,17839062220,265186000
WRE,2182755384,87872600
WRK,12186808200,263214000
WRLD,1209410450,6546200
WRN,331622940,151426000
WSBC,2301828618,68081296
WSBF,450696600,24231000
WSC,8192069820,223278000
WSFS,2671825196,63328400
WSM,10233637717,71558896
WSO,9836886695,33068500
WSR,650198934,49145800
WST,31231698720,74281600
WSTG,150011523,4450060
WTBA,432411376,16554800
WTFC,5058086712,57237600
WTFCM,1481425721,56392300
WTI,604940760,143012000
WTM,3348888583,3000850
WTRG,13240222620,253014000
WTS,3728096169,27438700
WTTR,840447520,100532000
WU,7331372662,388726016
WVE,164705500,65882200
WW,719690790,70077000
WWD,7462130775,63104700
WWE,2703006688,43766300
WWW,1757177629,81388496
WY,28314977210,747097024
WYNN,8574454460,115918000
X,9428472420,260527008
XAIR,211802940,29831400
XBIT,270909770,30439300
XEL,40605600907,544529984
XELA,167632699,443824992
XENE,1815752820,52937400
XENT,938616750,33787500
XERS,332033800,135524000
XGN,115241520,16231200
XHR,2045775170,114353000
XNCR,1671414695,59375300
XNET,124110944,67451600
XOM,360066830861,4233590016
XOMA,319425002,11319100
XP,13039435536,424599008
XPEL,1306075980,27612600
XPER,1685588400,104760000
XPEV,24108110400,856416000
XPO,7045994340,114793000
XRAY,10457820780,217554000
XRX,3000993000,154850000
XSPA,107430456,95071200
XXII,360092980,162938000
XYF,146480160,53853000
XYL,15617664266,180092992
Y,11475782724,13454700
YALA,650563600,143930000
YELP,2421118440,71104800
YETI,4937566752,87051600
YEXT,846156150,131187000
YI,200553628,82873400
YJ,221865280,213332000
YMAB,594503600,43713500
YNDX,6117714548,323004992
YORW,613138569,14091900
YPF,2017695649,393312992
YRD,203241280,83984000
YSG,473955506,631688000
YTRA,101608496,57732100
YUM,34793311437,288980992
YUMC,17776894968,425590016
YY,2828600897,73642304
Z,8872250112,182932992
ZBH,27193021020,209322000
ZBRA,22095787680,52810200
ZEAL,696637084,43215700
ZEN,15020231000,121868000
ZEUS,394780113,11123700
ZG,2889049640,61521500
ZI,22698867840,403392000
ZION,9596662920,151894000
ZLAB,4497466042,96408704
ZM,28270077565,247288992
ZNGA,10236986255,1132409984
ZNH,9596212164,338968992
ZNTL,2211618312,45562800
ZOM,300731320,979900032
ZS,32726074744,141084992
ZTO,20550748160,808448000
ZTS,93417221613,471971008
ZUMZ,757047400,19922300
ZUO,1696940000,119000000
ZYME,391452114,57736300
ZYXI,245865738,39784100
